live_post_sum_6m,post_sum_6m,short_post_sum_6m,video_post_sum_6m,live,post,short,video,avg_live_voice,avg_post_voice,avg_short_voice,avg_video_voice
0.0,10.0,6.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,109.1999890800011,263.71662271389624,0.0
0.0,12.0,4.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,45.541662871528096,200.84994978751257,0.0
0.0,18.0,0.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,65.61110746604957,0.0,0.0
0.0,22.0,0.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,22.068180815082687,0.0,0.0
0.0,30.0,2.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,5.069999831000005,36.64998167500916,0.0
0.0,43.0,6.0,0.0,18000.0,85000.0,46000.0,5000000.0,0.0,41.01627811590051,115.11664748055875,0.0
0.0,15.0,0.0,0.0,21000.0,1000.0,84000.0,5000000.0,0.0,217.81998547866763,0.0,0.0
0.0,17.0,0.0,0.0,21000.0,1000.0,84000.0,5000000.0,0.0,183.1411656975785,0.0,0.0
0.0,19.0,0.0,0.0,21000.0,1000.0,84000.0,5000000.0,0.0,0.2842105113573414,0.0,0.0
0.0,18.0,26.0,0.0,24000.0,12000.0,70000.0,5000000.0,0.0,23.994443111419823,120.98461073136112,0.0
0.0,24.0,0.0,1.0,24000.0,12000.0,70000.0,5000000.0,0.0,3.2874998630208387,0.0,20.8999791000209
0.0,49.0,0.0,0.0,24000.0,12000.0,70000.0,5000000.0,0.0,94.8510184724282,0.0,0.0
0.0,0.0,2.0,0.0,18000.0,2000.0,76000.0,5000000.0,0.0,0.0,2.19999890000055,0.0
0.0,3.0,0.0,0.0,18000.0,2000.0,76000.0,5000000.0,0.0,34.966655011114995,0.0,0.0
0.0,3.0,0.0,0.0,18000.0,2000.0,76000.0,5000000.0,0.0,37.73332075555975,0.0,0.0
0.0,5.0,0.0,0.0,18000.0,2000.0,76000.0,5000000.0,0.0,71.79998564000287,0.0,0.0
0.0,12.0,0.0,0.0,18000.0,2000.0,76000.0,5000000.0,0.0,19.824998347916807,0.0,0.0
0.0,18.0,1.0,0.0,17000.0,2000.0,81000.0,5000000.0,0.0,1.1944443780864231,185.79981420018584,0.0
0.0,4.0,2.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,110.22497244375688,287.5498562250719,0.0
0.0,9.0,0.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,3.277777413580288,0.0,0.0
0.0,16.0,7.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,5.08749968203127,33.37142380408232,0.0
0.0,24.0,3.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,19.39999919166669,76.43330785556405,0.0
0.0,8.0,12.0,3.0,26000.0,2000.0,77000.0,5000000.0,0.0,19.349997581250303,74.65832711180607,39.33332022222659
0.0,9.0,3.0,0.0,25000.0,2000.0,86000.0,5000000.0,0.0,109.62221004197666,8497.330500889833,0.0
0.0,11.0,3.0,0.0,25000.0,2000.0,86000.0,5000000.0,0.0,2973.9360932785366,3202.9655990114666,0.0
0.0,10.0,2.0,0.0,18000.0,50000.0,95000.0,5000000.0,0.0,1401.129859887014,17349.79132510434,0.0
0.0,7.0,8.0,0.0,16000.0,73000.0,60000.0,5000000.0,0.0,394.99994357143663,3311.074586115677,0.0
0.0,11.0,13.0,0.0,32000.0,46000.0,201000.0,5000000.0,0.0,561.4999489545502,26132.83645132028,0.0
0.0,3.0,0.0,0.0,17000.0,9000.0,105000.0,5000000.0,0.0,32.13332262222579,0.0,0.0
0.0,15.0,2.0,0.0,17000.0,9000.0,105000.0,5000000.0,0.0,40.76666394888908,168.79991560004217,0.0
0.0,131.0,12.0,0.0,17000.0,9000.0,105000.0,5000000.0,0.0,352.92366142806367,1387.3748843854264,0.0
0.0,15.0,2.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,24.27999838133344,66.84996657501671,0.0
0.0,20.0,6.0,0.0,17000.0,2000.0,76000.0,5000000.0,0.0,47.91499760425012,116.63331389444768,0.0
0.0,12.0,4.0,0.0,31000.0,0.0,78000.0,5000000.0,0.0,48.81666259861145,157.14996071250982,0.0
0.0,10.0,0.0,0.0,20000.0,2000.0,84000.0,5000000.0,0.0,176.04998239500176,0.0,0.0
0.0,2.0,5.0,0.0,19000.0,2000.0,75000.0,5000000.0,0.0,114.54994272502864,279.2599441480112,0.0
0.0,0.0,3.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,0.0,9.199996933334354,0.0
0.0,7.0,0.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,8.099998842857307,0.0,0.0
0.0,10.0,1.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,13.179998682000134,62.3999376000624,0.0
0.0,13.0,3.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,100.91537685266331,770.299743233419,0.0
0.0,15.0,6.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,4.599999693333354,39.21666013055665,0.0
0.0,22.0,0.0,0.0,19000.0,2000.0,76000.0,5000000.0,0.0,0.9681817741735556,0.0,0.0
0.0,20.0,3.0,0.0,24000.0,38000.0,57000.0,5000000.0,0.0,43.1949978402501,133.06662231112588,0.0
0.0,9.0,9.0,0.0,26000.0,1000.0,78000.0,5000000.0,0.0,21.27777541358051,337.12218476420173,0.0
0.0,0.0,4.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,0.0,90.37497740625564,0.0
0.0,3.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,15.199994933335022,16.5999834000166,0.0
0.0,4.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,73.4999816250046,1.7999982000018,0.0
0.0,5.0,2.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,29.519994096001177,108.049945975027,0.0
0.0,7.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,30.31428138367409,240.2997597002404,0.0
0.0,7.0,2.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,83.68570233061395,266.9998665000668,0.0
0.0,10.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,41.16999588300041,13.4999865000135,0.0
0.0,12.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,51.199995733333694,639.5993604006396,0.0
0.0,12.0,2.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,195.90831700764028,300.59984970007514,0.0
0.0,15.0,0.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,21.25999858266676,0.0,0.0
0.0,20.0,1.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,54.88999725550013,134.29986570013432,0.0
0.0,43.0,6.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,707.3744021540837,2233.53296107784,0.0
0.0,101.0,2.0,0.0,14000.0,2000.0,117000.0,5000000.0,0.0,25.41881162951672,83.29995835002083,0.0
0.0,18.0,8.0,0.0,18000.0,6000.0,90000.0,5000000.0,0.0,26.19999854444453,401.7624497796938,0.0
0.0,0.0,2.0,0.0,20000.0,12000.0,70000.0,5000000.0,0.0,0.0,211.69989415005293,0.0
0.0,3.0,0.0,0.0,20000.0,12000.0,70000.0,5000000.0,0.0,34.166655277781565,0.0,0.0
0.0,20.0,1.0,0.0,19000.0,6000.0,96000.0,5000000.0,0.0,595.8699702065014,2318.4976815023188,0.0
0.0,6.0,0.0,0.0,24000.0,1000.0,80000.0,5000000.0,0.0,99.9999833333361,0.0,0.0
0.0,9.0,0.0,0.0,13000.0,1000.0,76000.0,5000000.0,0.0,11.499998722222363,0.0,0.0
0.0,3.0,0.0,0.0,23000.0,2000.0,88000.0,5000000.0,0.0,135.5332881555706,0.0,0.0
0.0,0.0,4.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.0,27.799993050001746,0.0
0.0,0.0,12.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.0,64.86666126111156,0.0
0.0,1.0,2.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,47.599952400047606,158.69992065003967,0.0
0.0,1.0,22.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,17.499982500017502,50.76363405619845,0.0
0.0,2.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,110.64994467502764,0.0,0.0
0.0,2.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,110.64994467502764,0.0,0.0
0.0,3.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.6666664444445185,0.0,0.0
0.0,3.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,42.333319222226926,0.0,0.0
0.0,3.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,21.03332632222456,0.0,0.0
0.0,4.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,85.0249787437553,0.0,0.0
0.0,4.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,60.8999847750038,0.0,0.0
0.0,5.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.199999960000008,0.0,0.0
0.0,5.0,0.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,42.01999159600168,0.0,0.0
0.0,8.0,1.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,87.72498903437638,529.0994709005291,0.0
0.0,8.0,3.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.1874999765625029,108.7666304111232,0.0
0.0,10.0,6.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.0,25.89999568333405,0.0
0.0,11.0,3.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,46.972723002479725,111.09996296667902,0.0
0.0,11.0,3.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,1.7727271115702627,41.03331965556011,0.0
0.0,11.0,5.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,19.990907273553887,57.61998847600231,0.0
0.0,12.0,6.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,0.4166666319444473,209.2999651166725,0.0
0.0,13.0,2.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,63.56922587929032,207.39989630005184,0.0
0.0,14.0,2.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,13.235713340306187,7.499996250001874,0.0
0.0,19.0,12.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,34.09999820526325,1388.7748842687597,0.0
0.0,28.0,3.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,26.9392847521684,143.3666188777937,0.0
0.0,41.0,2.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,77.71951029952415,798.3996008001996,0.0
0.0,69.0,1.0,0.0,22000.0,2000.0,75000.0,5000000.0,0.0,1.9347825806553247,44.799955200044806,0.0
0.0,5.0,0.0,0.0,10000.0,16000.0,68000.0,5000000.0,0.0,12.75999744800051,0.0,0.0
0.0,17.0,6.0,0.0,18000.0,1000.0,82000.0,5000000.0,0.0,182.3470480972325,526.8165788639035,0.0
0.0,0.0,4.0,0.0,30000.0,16000.0,69000.0,5000000.0,0.0,0.0,52.44998688750328,0.0
0.0,3.0,0.0,0.0,30000.0,16000.0,69000.0,5000000.0,0.0,1.8333327222224256,0.0,0.0
1.0,104.0,0.0,16.0,21000.0,10000.0,217000.0,75000.0,752.7992472007529,253.5634591003513,0.0,639.706210018362
0.0,21.0,5.0,0.0,32000.0,40000.0,100000.0,5000000.0,53200000.00000001,546.1190216133799,3166.559366688127,128300000.0
0.0,23.0,5.0,0.0,28000.0,32000.0,96000.0,5000000.0,65800000.0,544.0521502586021,3013.879397224121,127400000.0
1.0,24.0,33.0,0.0,18000.0,85000.0,46000.0,5000000.0,57.49994250005752,43.00833154131952,79.0999976030304,0.0
0.0,6.0,5.0,0.0,27000.0,140000.0,6000.0,5000000.0,73300000.0,0.0,2072.379585524084,15900000.0
0.0,6.0,5.0,0.0,26000.0,139000.0,6000.0,5000000.0,78900000.00000001,0.0,1751.71964965607,22500000.0
1.0,18.0,10.0,2.0,23000.0,63000.0,32000.0,5000000.0,116.79988320011682,2.9166665046296383,26.909997309000268,52.64997367501316
0.0,19.0,1.0,0.0,13000.0,210000.0,310000.0,5000000.0,187600000.0,14169.072938469842,93994.006005994,93900000.0
1.0,102.0,0.0,18.0,41000.0,32000.0,229000.0,114000.0,1482.0985179014824,369.7686238257978,0.0,1826.70545407192
1.0,101.0,0.0,20.0,52000.0,45000.0,249000.0,145000.0,1859.49814050186,421.6554413697481,0.0,2454.534877273256
2.0,91.0,0.0,24.0,108000.0,105000.0,237000.0,250000.0,2061.198969400516,779.9780134068352,0.0,4342.233152406952
1.0,108.0,0.0,23.0,51000.0,42000.0,322000.0,134000.0,1941.1980588019417,427.37407011690686,0.0,2437.869459223067
0.0,24.0,4.0,0.0,19000.0,32000.0,96000.0,5000000.0,95500000.0,1087.445788023092,3897.3240256689937,61900000.00000001
0.0,24.0,4.0,0.0,18000.0,37000.0,99000.0,5000000.0,100900000.0,1302.3416124024327,4277.048930737768,65100000.0
0.0,17.0,3.0,0.0,20000.0,105000.0,133000.0,5000000.0,115800000.0,4180.264459984443,10713.89642870119,116700000.0
0.0,21.0,4.0,0.0,16000.0,68000.0,114000.0,5000000.0,115700000.0,2570.3713061727944,5433.27364168159,12900000.000000002
0.0,23.0,4.0,0.0,14000.0,52000.0,107000.0,5000000.0,117500000.0,2051.4651281971683,5010.9487472628125,12200000.0
0.0,13.0,3.0,0.0,15000.0,158000.0,164000.0,5000000.0,145000000.0,8943.19931206159,14425.561858146046,15000000.0
0.0,18.0,1.0,0.0,18000.0,210000.0,310000.0,5000000.0,171100000.00000003,14537.099192383375,93705.1062948937,129800000.0
4.0,20.0,0.0,0.0,180000.0,120000.0,250000.0,38000.0,3744.249063937734,1750.3749124812546,0.0,0.0
1.0,96.0,0.0,16.0,41000.0,32000.0,168000.0,114000.0,1365.3986346013655,354.2031213103842,0.0,1487.75615701524
1.0,101.0,0.0,18.0,41000.0,32000.0,219000.0,114000.0,1463.3985366014635,367.4029666593766,0.0,1744.0387919978448
1.0,15.0,0.0,3.0,31000.0,32000.0,211000.0,154000.0,314.5996854003146,345.2133103191126,0.0,380.499873166709
